Fund ID,Department ID,Program ID,Account ID,Fund Name,Department,Description,2013 Actual,2014 Actual,2015 Actual
5060,43770,101,570750,Parking Fund,Parking Services,Vehicles,‐,‐,‐
5060,43770,786,570750,Parking Fund,Parking Services,Vehicles,‐,"-19,962",‐
5060,43770,783,570750,Parking Fund,Parking Services,Vehicles,‐,‐,‐
5060,43770,784,570750,Parking Fund,Parking Services,Vehicles,‐,‐,‐
5060,43770,787,570750,Parking Fund,Parking Services,Vehicles,‐,‐,‐
5060,43770,788,570750,Parking Fund,Parking Services,Vehicles,‐,‐,‐
5060,43770,101,580898,Parking Fund,Parking Services,Amortization,"32,590","32,589","32,595"
5060,41300,101,580899,Parking Fund,Parking Services,Depreciation Expense,"-1,315,024","-1,259,335","-1,235,098"
5060,41300,101,580999,Parking Fund,Parking Services,Less Fixed Assets Capitalized,‐,‐,"5,742"
5060,41300,101,581801,Parking Fund,Parking Services,Bond Principal Payment,‐,‐,‐
5060,41300,157,581801,Parking Fund,Parking Services,Bond Principal Payment 2010C,‐,‐,‐
5060,41300,140,581801,Parking Fund,Parking Services,Bond Principal Payment 2016E,,,
5060,41300,101,581802,Parking Fund,Parking Services,Bond Interest Expense,‐,"-278,774",‐
5060,41300,157,581802,Parking Fund,Parking Services,Bond Interest Expense 2010C,"-305,975",‐,"-250,536"
5060,41300,140,581802,Parking Fund,Parking Services,Bond Interest Expense 2016E,,,
5060,41300,101,591826,Parking Fund,Parking Services,Transfer To Sir Fund,‐,"-145,000","-750,000"
5060,73770,101,591826,Parking Fund,Parking Services,Transfer To Sir Fund,"-750,000",‐,‐
5040,41300,101,510501,Water Fund,Water/Sewer,Regular Salaries,‐,‐,‐
5040,43730,101,510501,Water Fund,Water/Sewer,Regular Salaries,"-64,491","-76,947","-106,749"
5040,43750,101,510501,Water Fund,Water/Sewer,Regular Salaries,"-62,326",‐,‐
5040,41300,172,510501,Water Fund,Water/Sewer,Regular Salaries,"-91,170","-92,356","-94,072"
5040,43730,776,510501,Water Fund,Water/Sewer,Regular Salaries,"-127,773","-128,331","-137,474"
5040,43730,777,510501,Water Fund,Water/Sewer,Regular Salaries,"-207,483","-202,128","-222,851"
5040,43730,781,510501,Water Fund,Water/Sewer,Regular Salaries,552,‐,‐
5040,43750,781,510501,Water Fund,Water/Sewer,Regular Salaries,"-220,168",‐,‐
5040,43750,101,510501,Water Fund,Water/Sewer,Regular Salaries,‐,"-115,802","-112,031"
5040,43750,781,510501,Water Fund,Water/Sewer,Regular Salaries,‐,"-180,868","-170,317"
5040,41300,101,510503,Water Fund,Water/Sewer,Overtime,‐,‐,‐
5040,41300,101,510503,Water Fund,Water/Sewer,Overtime,‐,‐,‐
5040,43730,101,510503,Water Fund,Water/Sewer,Overtime,‐,"-2,444","-3,309"
5040,43730,172,510503,Water Fund,Water/Sewer,Overtime,-214,-537,-448
5040,43730,776,510503,Water Fund,Water/Sewer,Overtime,"-11,139","-11,360","-9,852"
5040,43730,777,510503,Water Fund,Water/Sewer,Overtime,"-24,389","-19,636","-12,236"
5040,43750,781,510503,Water Fund,Water/Sewer,Overtime,"-24,377","-19,373","-9,293"
5040,43750,101,510503,Water Fund,Water/Sewer,Overtime,‐,‐,‐
5040,43730,101,510518,Water Fund,Water/Sewer,Seasonal Employees,‐,‐,‐
5040,43750,101,510518,Water Fund,Water/Sewer,Seasonal Employees,‐,‐,‐
5040,43730,777,510519,Water Fund,Water/Sewer,Vacation Time Payout,‐,-685,‐
5040,43750,781,510519,Water Fund,Water/Sewer,Vacation Time Payout,‐,-685,‐
5040,41300,172,520515,Water Fund,Water/Sewer,Health Insurance Opt Out,‐,‐,-371
5040,41300,172,520515,Water Fund,Water/Sewer,Health Insurance Opt Out,"-2,407","-2,407",‐
5040,41300,101,520520,Water Fund,Water/Sewer,Life Insurance Expense,‐,‐,-82
5040,41300,101,520520,Water Fund,Water/Sewer,Life Insurance Expense,‐,‐,‐
5040,43730,101,520520,Water Fund,Water/Sewer,Life Insurance Expense,-77,-82,-103
5040,43750,101,520520,Water Fund,Water/Sewer,Life Insurance Expense,-36,‐,‐
5040,41300,172,520520,Water Fund,Water/Sewer,Life Insurance Expense,-83,-83,‐
5040,43730,776,520520,Water Fund,Water/Sewer,Life Insurance Expense,-83,-82,-101
5040,43730,777,520520,Water Fund,Water/Sewer,Life Insurance Expense,-167,-163,-188
5040,43750,781,520520,Water Fund,Water/Sewer,Life Insurance Expense,-167,‐,‐
5040,43750,101,520520,Water Fund,Water/Sewer,Life Insurance Expense,‐,-60,-80
5040,43750,781,520520,Water Fund,Water/Sewer,Life Insurance Expense,‐,-142,-161
5040,41300,101,520521,Water Fund,Water/Sewer,Health Insurance Expense,‐,‐,‐
5040,41300,172,520521,Water Fund,Water/Sewer,Health Insurance Expense,‐,‐,"-24,176"
5040,43730,101,520521,Water Fund,Water/Sewer,Health Insurance Expense,"-13,981","-10,002","-16,013"
5040,43750,101,520521,Water Fund,Water/Sewer,Health Insurance Expense,"-13,981",‐,‐
5040,41300,172,520521,Water Fund,Water/Sewer,Health Insurance Expense,"-7,087","-7,358",‐
5040,43730,776,520521,Water Fund,Water/Sewer,Health Insurance Expense,"-30,403","-31,460","-30,878"
5040,43730,777,520521,Water Fund,Water/Sewer,Health Insurance Expense,"-60,740","-69,347","-88,546"
5040,43750,781,520521,Water Fund,Water/Sewer,Health Insurance Expense,"-60,739",‐,‐
5040,43750,101,520521,Water Fund,Water/Sewer,Health Insurance Expense,‐,"-23,511","-27,756"
5040,43750,781,520521,Water Fund,Water/Sewer,Health Insurance Expense,‐,"-62,971","-69,200"
5040,41300,101,520522,Water Fund,Water/Sewer,Social Security Expense,‐,‐,‐
5040,41300,172,520522,Water Fund,Water/Sewer,Social Security Expense,‐,‐,"-5,507"
5040,43730,101,520522,Water Fund,Water/Sewer,Social Security Expense,"-4,242","-5,007","-7,308"
5040,43750,101,520522,Water Fund,Water/Sewer,Social Security Expense,"-3,633",‐,‐
5040,41300,172,520522,Water Fund,Water/Sewer,Social Security Expense,"-5,656","-5,731",‐
5040,43730,776,520522,Water Fund,Water/Sewer,Social Security Expense,"-8,112","-8,354","-8,831"
5040,43730,777,520522,Water Fund,Water/Sewer,Social Security Expense,"-13,446","-13,356","-13,751"
5040,43750,781,520522,Water Fund,Water/Sewer,Social Security Expense,"-14,026",‐,‐
5040,43750,101,520522,Water Fund,Water/Sewer,Social Security Expense,‐,"-6,784","-6,515"
5040,43750,781,520522,Water Fund,Water/Sewer,Social Security Expense,‐,"-11,989","-10,360"
5040,41300,101,520523,Water Fund,Water/Sewer,Medicare Expense,‐,‐,‐
5040,41300,172,520523,Water Fund,Water/Sewer,Medicare Expense,‐,‐,"-1,288"
5040,43730,101,520523,Water Fund,Water/Sewer,Medicare Expense,-992,"-1,171","-1,709"
5040,43750,101,520523,Water Fund,Water/Sewer,Medicare Expense,-850,‐,‐
5040,41300,172,520523,Water Fund,Water/Sewer,Medicare Expense,"-1,323","-1,340",‐
5040,43730,776,520523,Water Fund,Water/Sewer,Medicare Expense,"-1,897","-1,954","-2,065"
5040,43730,777,520523,Water Fund,Water/Sewer,Medicare Expense,"-3,145","-3,124","-3,216"
5040,43750,781,520523,Water Fund,Water/Sewer,Medicare Expense,"-3,280",‐,‐
5040,43750,101,520523,Water Fund,Water/Sewer,Medicare Expense,‐,"-1,587","-1,524"
5040,43750,781,520523,Water Fund,Water/Sewer,Medicare Expense,‐,"-2,804","-2,423"
5040,41300,101,520527,Water Fund,Water/Sewer,IMRF Contributions,‐,‐,‐
5040,41300,172,520527,Water Fund,Water/Sewer,IMRF Contributions,‐,‐,"-13,446"
5040,43730,101,520527,Water Fund,Water/Sewer,IMRF Contributions,"-10,420","-11,270","-15,727"
5040,43750,101,520527,Water Fund,Water/Sewer,IMRF Contributions,"-9,000",‐,‐
5040,41300,172,520527,Water Fund,Water/Sewer,IMRF Contributions,"-13,544","-14,469",‐
5040,43730,776,520527,Water Fund,Water/Sewer,IMRF Contributions,"-20,059","-21,789","-21,612"
5040,43730,777,520527,Water Fund,Water/Sewer,IMRF Contributions,"-33,638","-35,658","-34,440"
5040,43750,781,520527,Water Fund,Water/Sewer,IMRF Contributions,"-35,077",‐,‐
5040,43750,101,520527,Water Fund,Water/Sewer,IMRF Contributions,‐,"-17,552","-15,875"
5040,43750,781,520527,Water Fund,Water/Sewer,IMRF Contributions,‐,"-32,084","-26,204"
5040,43730,101,520529,Water Fund,Water/Sewer,Change in IMRF NPO,"-10,342","-3,772",‐
5040,43730,101,520533,Water Fund,Water/Sewer,Change in IMRF NPL,‐,‐,"73,265"
5040,43730,101,520900,Water Fund,Water/Sewer,Change in NPO,"-4,505","-9,212","-3,112"
5040,41300,101,530650,Water Fund,Water/Sewer,Conferences Training,‐,‐,‐
5040,43730,101,530650,Water Fund,Water/Sewer,Conferences Training,"-1,726","-2,836","-4,399"
5040,43730,710,530650,Water Fund,Water/Sewer,Conferences Training,125,‐,‐
5040,43730,776,530650,Water Fund,Water/Sewer,Conferences Training,‐,‐,-25
5040,43730,778,530650,Water Fund,Water/Sewer,Conferences Training,‐,‐,-20
5040,41300,101,530660,Water Fund,Water/Sewer,General Contractuals,‐,‐,‐
5040,43730,101,530660,Water Fund,Water/Sewer,General Contractuals,"-1,884",‐,‐
5040,41300,172,530660,Water Fund,Water/Sewer,General Contractuals,"-14,743",‐,‐
5040,43730,776,530660,Water Fund,Water/Sewer,General Contractuals,"-34,147",‐,"-29,799"
5040,43730,777,530660,Water Fund,Water/Sewer,General Contractuals,-114,‐,-228
5040,41300,172,530667,Water Fund,Water/Sewer,External Support,‐,‐,"-23,171"
5040,43730,101,530667,Water Fund,Water/Sewer,External Support,"-20,866","-101,547","-33,315"
5040,43750,101,530667,Water Fund,Water/Sewer,External Support,"-27,847",‐,‐
5040,41300,172,530667,Water Fund,Water/Sewer,External Support,"-8,277","-19,465",‐
5040,43730,776,530667,Water Fund,Water/Sewer,External Support,‐,‐,‐
5040,43730,777,530667,Water Fund,Water/Sewer,External Support,"-163,667","-195,540","-105,378"
5040,43750,777,530667,Water Fund,Water/Sewer,External Support,‐,"-4,052","-13,079"
5040,43730,781,530667,Water Fund,Water/Sewer,External Support,"-1,726",‐,"-12,436"
5040,43750,781,530667,Water Fund,Water/Sewer,External Support,"-242,193",‐,"-115,212"
5040,43770,781,530667,Water Fund,Water/Sewer,External Support,‐,"-2,746",‐
5040,43750,781,530667,Water Fund,Water/Sewer,External Support,‐,"-322,615",‐
5040,41300,101,530675,Water Fund,Water/Sewer,Bank Charges,‐,‐,"-119,398"
5040,41300,101,530675,Water Fund,Water/Sewer,Bank Charges,"-92,780","-54,753",‐
5040,43730,101,530675,Water Fund,Water/Sewer,Bank Charges,‐,"-48,630",‐
5040,43730,776,540674,Water Fund,Water/Sewer,Property Repair,-18,"-29,289","-179,669"
5040,43730,776,540674,Water Fund,Water/Sewer,Property Repair,"-19,421",‐,‐
5040,43730,776,540690,Water Fund,Water/Sewer,Telecommunication Charges,"-1,872","-1,816","-2,259"
5040,43730,776,540692,Water Fund,Water/Sewer,Electricity,"-92,820","-96,768","-97,634"
5040,43730,776,540693,Water Fund,Water/Sewer,Natural Gas,"-14,135","-3,699","-5,075"
5040,43770,788,540695,Water Fund,Water/Sewer,Refuse Disposal,‐,-91,‐
5040,41300,101,550601,Water Fund,Water/Sewer,Printing,‐,‐,‐
5040,41300,172,550601,Water Fund,Water/Sewer,Printing,‐,‐,"-1,606"
5040,43730,101,550601,Water Fund,Water/Sewer,Printing,"-5,544","-8,804","-5,431"
5040,41300,172,550601,Water Fund,Water/Sewer,Printing,"-1,402","-1,287",‐
5040,43730,101,550602,Water Fund,Water/Sewer,Membership Dues,-688,-667,"-1,219"
5040,41300,101,550603,Water Fund,Water/Sewer,Postage,‐,‐,"-1,255"
5040,41300,172,550603,Water Fund,Water/Sewer,Postage,‐,‐,"-27,387"
5040,41300,101,550603,Water Fund,Water/Sewer,Postage,"-2,548","-2,559",‐
5040,43700,101,550603,Water Fund,Water/Sewer,Postage,-62,-50,-99
5040,43730,101,550603,Water Fund,Water/Sewer,Postage,"-4,937","-7,777","-4,150"
5040,41300,172,550603,Water Fund,Water/Sewer,Postage,"-21,391","-22,695",‐
5040,43730,101,550605,Water Fund,Water/Sewer,Travel & Mileage Reimbursement,-13,‐,‐
5040,43730,101,550632,Water Fund,Water/Sewer,Laundry Service,"-2,777","-2,253","-2,419"
5040,43740,101,550632,Water Fund,Water/Sewer,Laundry Service,-23,‐,‐
5040,43750,101,550632,Water Fund,Water/Sewer,Laundry Service,"-1,979",‐,‐
5040,43750,101,550632,Water Fund,Water/Sewer,Laundry Service,‐,"-1,897",-517
5040,43770,788,550632,Water Fund,Water/Sewer,Laundry Service,‐,‐,-20
5040,43730,101,550652,Water Fund,Water/Sewer,Legal Postings and Doc. Fees,-98,‐,‐
5040,41300,172,550653,Water Fund,Water/Sewer,Software License Updates,‐,-873,‐
5040,41300,172,550663,Water Fund,Water/Sewer,Software Licenses Update,‐,‐,-897
5040,43730,101,550671,Water Fund,Water/Sewer,Office Machine Service,"-8,928",-732,"-5,075"
5040,41300,172,560616,Water Fund,Water/Sewer,Toner Cartridges,-392,‐,‐
5040,41300,101,560620,Water Fund,Water/Sewer,Office Supplies,‐,‐,-61
5040,41300,172,560620,Water Fund,Water/Sewer,Office Supplies,‐,‐,-82
5040,43730,101,560620,Water Fund,Water/Sewer,Office Supplies,-717,-43,-422
5040,41300,172,560620,Water Fund,Water/Sewer,Office Supplies,-310,-226,‐
5040,43750,101,560620,Water Fund,Water/Sewer,Office Supplies,‐,‐,‐
5040,41300,101,560625,Water Fund,Water/Sewer,Clothing,‐,‐,‐
5040,43730,101,560625,Water Fund,Water/Sewer,Clothing,-695,"-3,141","-2,702"
5040,43750,101,560625,Water Fund,Water/Sewer,Clothing,-844,‐,‐
5040,41300,172,560625,Water Fund,Water/Sewer,Clothing,‐,-60,‐
5040,43750,101,560625,Water Fund,Water/Sewer,Clothing,‐,"-2,216",-786
5040,43730,101,560631,Water Fund,Water/Sewer,Operational Supplies,27,-45,‐
5040,43730,776,560631,Water Fund,Water/Sewer,Operational Supplies,"-13,438","-14,856","-18,587"
5040,43730,777,560631,Water Fund,Water/Sewer,Operational Supplies,"-72,996","-70,255","-66,159"
5040,43730,778,560631,Water Fund,Water/Sewer,Operational Supplies,"-1,275","-4,322","-2,479"
5040,43730,781,560631,Water Fund,Water/Sewer,Operational Supplies,-567,‐,-61
5040,43750,781,560631,Water Fund,Water/Sewer,Operational Supplies,"-12,863",‐,‐
5040,43750,776,560631,Water Fund,Water/Sewer,Operational Supplies,‐,‐,-79
5040,43750,781,560631,Water Fund,Water/Sewer,Operational Supplies,‐,"-8,928","-10,309"
5040,43730,777,560633,Water Fund,Water/Sewer,Roadway Maintenance,"-154,141","-154,917","-36,979"
5040,43730,781,560633,Water Fund,Water/Sewer,Roadway Maintenance,"-1,309","-2,451",-258
5040,43750,781,560633,Water Fund,Water/Sewer,Roadway Maintenance,"-477,705",‐,‐
5040,43750,781,560633,Water Fund,Water/Sewer,Roadway Maintenance,‐,"-200,845","-36,755"
5040,43900,733,560637,Water Fund,Water/Sewer,Vehicle Equipment Parts,‐,-181,‐
5040,43730,776,560691,Water Fund,Water/Sewer,City Of Chicago Water Expense,"-5,084,634","-6,195,429","-6,725,319"
5040,43750,781,570706,Water Fund,Water/Sewer,Project Engineering,‐,‐,"-30,293"
5040,43730,776,570707,Water Fund,Water/Sewer,Capital Improvements,"-102,962","-92,915","-1,584,681"
5040,43730,777,570707,Water Fund,Water/Sewer,Capital Improvements,"-2,694,503","-374,918","-863,912"
5040,43750,777,570707,Water Fund,Water/Sewer,Capital Improvements,"-63,591",‐,‐
5040,43730,778,570707,Water Fund,Water/Sewer,Capital Improvements,‐,‐,"-1,890"
5040,43730,781,570707,Water Fund,Water/Sewer,Capital Improvements,"-7,316","-1,639","-35,071"
5040,43750,781,570707,Water Fund,Water/Sewer,Capital Improvements,"-587,790","-496,712",‐
5040,43750,781,570707,Water Fund,Water/Sewer,Capital Improvements,‐,‐,"-3,117,977"
5040,41300,101,570711,Water Fund,Water/Sewer,Software,‐,‐,‐
5040,41300,172,570711,Water Fund,Water/Sewer,Software,‐,‐,"-6,208"
5040,41300,172,570711,Water Fund,Water/Sewer,Software,"-13,198","-21,563",‐
5040,43730,776,570720,Water Fund,Water/Sewer,Computer Equipment,"-8,375","-7,055","-7,964"
5040,43730,777,570720,Water Fund,Water/Sewer,Computer Equipment,"-3,188","-4,095","-4,785"
5040,43730,781,570720,Water Fund,Water/Sewer,Computer Equipment,"-1,453",‐,-25
5040,43750,781,570720,Water Fund,Water/Sewer,Computer Equipment,‐,"-4,215",-155
5040,43730,777,570750,Water Fund,Water/Sewer,Vehicles,-704,‐,"-24,470"
5040,43730,777,570750,Water Fund,Water/Sewer,Vehicles,‐,"-58,952",‐
5040,43750,781,570750,Water Fund,Water/Sewer,Vehicles,‐,‐,"-89,914"
5040,41300,101,580700,Water Fund,Water/Sewer,Bad Debt Expense,"-12,000",‐,‐
5040,41300,101,580898,Water Fund,Water/Sewer,Amortization,"11,570","11,570","11,570"
5040,41300,101,580899,Water Fund,Water/Sewer,Depreciation Expense,"-1,509,069","-1,457,544","-1,493,414"
5040,41300,101,580999,Water Fund,Water/Sewer,Less Fixed Assets Capitalized,"3,376,626","787,334","5,309,336"
